YEAR,LOC,X04_PRCP,X05_PRCP,X06_PRCP,X07_PRCP,X08_PRCP,X09_PRCP,X10_PRCP,X04_TAVG,X05_TAVG,X06_TAVG,X07_TAVG,X08_TAVG,X09_TAVG,X10_TAVG,X04_DP01,X05_DP01,X06_DP01,X07_DP01,X08_DP01,X09_DP01,X10_DP01,X04_DP10,X05_DP10,X06_DP10,X07_DP10,X08_DP10,X09_DP10,X10_DP10,X04_HTDD,X05_HTDD,X06_HTDD,X07_HTDD,X08_HTDD,X09_HTDD,X10_HTDD,X04_CLDD,X05_CLDD,X06_CLDD,X07_CLDD,X08_CLDD,X09_CLDD,X10_CLDD,cfvo_0_5cm,cfvo_5_15cm,cfvo_15_30cm,cfvo_30_60cm,cfvo_60_100cm,cfvo_100_200cm,clay_0_5cm,clay_5_15cm,clay_15_30cm,clay_30_60cm,clay_60_100cm,clay_100_200cm,silt_0_5cm,silt_5_15cm,silt_15_30cm,silt_30_60cm,silt_60_100cm,silt_100_200cm,nitrogen_0_5cm,nitrogen_5_15cm,nitrogen_15_30cm,nitrogen_30_60cm,nitrogen_60_100cm,nitrogen_100_200cm,sand_0_5cm,sand_5_15cm,sand_15_30cm,sand_30_60cm,sand_60_100cm,sand_100_200cm,phh2o_0_5cm,phh2o_5_15cm,phh2o_15_30cm,phh2o_30_60cm,phh2o_60_100cm,phh2o_100_200cm,soc_0_5cm,soc_5_15cm,soc_15_30cm,soc_30_60cm,soc_60_100cm,soc_100_200cm
2008,NEWC,111.3,154.7,164.3,190.3,35.3,105,169.2,10.40823529,15.58352941,21.22647059,23.68647059,22.94764706,18.88764706,11.30411765,12,15,11,8,5,11,10,8,12,8,7,4,8,6,240.1764706,103.9529412,9.494117647,1.476470588,1.4,56.42941176,193.5352941,5.752941176,28.52352941,94.37058824,165.6176471,140.5411765,47.74117647,18.71176471,1,1,1,1,9,9,301,313,360,392,382,331,609,599,559,534,542,575,328,207,153,106,76,52,90,88,81,74,76,94,60,60,63,68,72,74,282,180,140,77,39,16
2006,MIIT,54.91764706,105.6647059,87.62941176,91.91764706,70.72352941,97.73529412,71.88235294,8.807058824,13.90529412,19.86588235,21.51176471,21.58176471,17.55,10.82823529,9.235294118,13,11.29411765,10.58823529,9.529411765,7.470588235,8.764705882,5.235294118,8.294117647,6.588235294,6.705882353,5.882352941,5,5.823529412,277.8294118,139.8764706,29.85294118,6.835294118,9.458823529,58.88235294,247.6823529,2.017647059,12.84705882,73.87647059,103.3058824,92.1,44.28235294,5.747058824,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,NEMI,131.3,114.7,81.7,89.9,140.8,73.10588235,92.13529412,13.81,17.8,23.32,25.75,23.91,19.65647059,11.30176471,10,7,8,7,10,6,9.235294118,9,7,7,6,7,5,6.352941176,124.6,69,2.5,0,1.1,38.08823529,193.3647059,15,53.1,142.2,230,168.5,24.3,16.22941176,15,12,11,14,13,11,261,271,283,285,279,274,587,578,570,574,583,583,241,203,147,105,106,80,152,151,147,140,139,143,67,67,68,69,70,71,240,160,119,84,62,56
2007,NEMI,61.2,227.1,17.6,27.7,154.5,95.48235294,79.69411765,10.39,19.33,22.35,25.25,25.74,18.86470588,10.65941176,4,8,4,7,11,5,7.588235294,4,7,2,4,8,5,5.764705882,221.1,76.74117647,1.7,0,0,47.84117647,267.6352941,10.3,41.21176471,107.6,207.4,198.3,70.2,12.34705882,15,12,11,14,13,11,261,271,283,285,279,274,587,578,570,574,583,583,241,203,147,105,106,80,152,151,147,140,139,143,67,67,68,69,70,71,240,160,119,84,62,56
2000,ILGI,117.9,85,146,151.1,36.6,134.5941176,62.17647059,9.72,17.29,20.88,21.83,22.2,17.34882353,10.59823529,11,14,15,8,9,11,6,6,7,10,5,5,8,4.352941176,258.5,68,18.4,3.4,3.4,71.10588235,229.0352941,0,35.6,94.8,111.7,123.4,64.4,4.676470588,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,ILGI,62.9,29.2,37.6,224.5,70.3,111.0705882,66,11.91,15.32,23.39,23.73,23,18.26117647,11.49882353,11,6,9,7,10,9,6.823529412,6,3,4,7,6,7,4.352941176,197,112.8,3.9,0.6,1.1,60.13529412,216.6117647,7,19.4,151.6,168,139.9,95,6.770588235,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,ILGI,145.8,118.9,35.9,245.1,96.3,108.2941176,105.2176471,12.61,15.36,21.25,24.31,22.4,18.52705882,10.76117647,10,20,10,12,9,14,8.705882353,7,9,3,10,5,7,5.941176471,174.9,122.1,15,0,0.6,51.11176471,229.1352941,3.1,30,102.6,179.9,126.6,21.6,8.770588235,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,ILGI,107.2,47.6,106.6,119.8,223.3,64.31176471,83.6,9.18,18.71,21.93,21.83,23.95,18.03882353,10.67764706,10,5,13,9,14,4,8.823529412,6,5,10,5,9,3,5.176470588,278.1,33,7,0.3,0,53.11176471,233.1647059,3.6,44.6,114.8,108.7,174.3,80.8,7.752941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,ILGI,56,159.9,101.3,88,22.2,145.5294118,62.25294118,10.65,13.91,22.69,23.19,21.28,17.10294118,10.71823529,14,12,16,12,7,13,6.705882353,7,7,9,10,3,9,4.235294118,232.7,143.4,0,0.3,2.2,75.64705882,236.3117647,2.2,6.4,130.6,151,93.6,36.8,3.564705882,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,MOBU,71.79411765,132.9,115.7941176,111.4882353,97.65882353,121.6235294,44.84117647,12.27352941,17.63764706,22.04470588,24.56882353,23.51411765,18.62705882,10.43588235,8.117647059,12.64705882,11.52941176,9.294117647,8,7.411764706,6.764705882,5.823529412,8.705882353,7.411764706,6.176470588,4.823529412,5.352941176,3.705882353,192.5529412,74.5,13.92941176,2.311764706,5.382352941,62.48235294,258.5882353,13.55294118,52.78235294,123.6647059,188.0411765,174.5235294,61.35294118,14.7,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,MOBU,79.26470588,132.2411765,113.4647059,120.2647059,99.21764706,121.6235294,44.84117647,12.27352941,17.85117647,22.04470588,24.30764706,23.10058824,18.62705882,10.43588235,8.588235294,13.17647059,11.64705882,9.294117647,9.117647059,7.411764706,6.764705882,6.235294118,8.882352941,7.529411765,6.352941176,5.647058824,5.235294118,3.705882353,192.5529412,71.75294118,13.92941176,2.311764706,5.841176471,62.48235294,258.5882353,13.55294118,56.65882353,123.6647059,181.7941176,174.5235294,61.35294118,14.7,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2002,MOBU,81.42352941,127.5823529,109.0647059,117.2352941,121.6764706,121.6235294,44.84117647,11.65882353,17.42117647,21.68823529,24.15117647,23.10058824,18.62705882,10.43588235,8.941176471,13.23529412,11.58823529,9,8.470588235,7.529411765,6.764705882,6.411764706,8.705882353,7.470588235,5.941176471,5,5.117647059,3.705882353,209.2647059,78.47647059,14.85882353,2.311764706,5.841176471,62.48235294,258.5882353,11.74117647,50.37058824,114.0176471,179.8352941,164.9705882,59.04117647,14.7,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,MOBU,99.51764706,125.1470588,99.40588235,106.8470588,116.3470588,121.6235294,43.92352941,11.31176471,16.82941176,21.88176471,24.32882353,23.19823529,18.30411765,10.43588235,9.529411765,12.47058824,10.82352941,8.529411765,8.294117647,7.941176471,6.882352941,6.882352941,7.705882353,7.235294118,5.705882353,5.294117647,5.705882353,3.705882353,220.9352941,89.91176471,11.94117647,1.482352941,5.929411765,62.48235294,258.5882353,12.05882353,43.34705882,116.7529412,183.4705882,151.7176471,53.00588235,14.91176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,MOBU,94.14117647,109.8058824,101.4764706,108.4823529,113.3705882,121.6235294,43.92352941,10.92941176,16.96235294,22.28529412,24.3,22.72235294,18.30411765,10.43588235,9.235294118,12,10.64705882,8.352941176,8.470588235,8.411764706,6.882352941,6.529411765,7.294117647,7.235294118,5.764705882,5.411764706,5.941176471,3.705882353,231.3058824,87.83529412,8.888235294,1.482352941,7.217647059,62.48235294,258.5882353,10.45294118,45.21764706,125.2705882,182.5705882,158.6529412,56.51764706,14.91176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,NELN,67.57647059,120.5647059,77.29411765,78.91176471,18.5,73.9,8.2,10.52294118,16.32705882,20.92764706,24.16529412,23.17705882,18.49352941,10.82294118,7.823529412,10.94117647,10.17647059,9.470588235,6,7,4,5.235294118,7.117647059,6.411764706,5.588235294,1,3,1,238.5647059,91.25294118,16.24117647,1.647058824,5.205882353,56.08823529,240.3470588,4.847058824,29.33529412,93.60588235,179.7352941,154.8647059,63.83529412,9.141176471,13,13,13,13,24,18,338,346,373,379,357,330,464,459,442,441,455,474,283,183,151,113,92,59,197,195,185,180,188,196,63,63,64,67,71,73,282,181,125,81,48,37
2008,NELN,99.15882353,231,97.6,55.7,94.08235294,82.22941176,87.45882353,11.10529412,17.79117647,22.37647059,24.89823529,24.50411765,18.59058824,11.08058824,9.294117647,15,12,11,8,7.647058824,7.294117647,6.352941176,11,10,7,5,5.117647059,5.176470588,224.2411765,70.25882353,8.429411765,1.323529412,1.082352941,52.15882353,248.3647059,10.54117647,48.1,127.9529412,200.3764706,180.8941176,71.62352941,8.517647059,13,13,13,13,24,18,338,346,373,379,357,330,464,459,442,441,455,474,283,183,151,113,92,59,197,195,185,180,188,196,63,63,64,67,71,73,282,181,125,81,48,37
2007,ILFN,83,51.4,108.1,113.5,196,75.58235294,82.93529412,9.42,19.62,22.18,22.19,24.4,18.18705882,10.61588235,8,5,8,10,10,4,7.882352941,7,4,6,7,10,3,4.941176471,268.4,31,4.7,1.4,0.3,54.34705882,223.2411765,7,71,120.2,120.8,188.4,87.7,7.911764706,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,ILFN,89,88.7,114.2,149.1,36.8,139.6647059,53.87647059,10.44,14.03,22.48,23.23,21.42,17.05117647,10.37235294,14,11,11,10,8,11,5.352941176,8,9,9,6,4,10,3.470588235,231.9,130,2.2,2.2,2.2,73.58823529,235.0529412,4,8,114.5,150.9,97.9,44.3,3.858823529,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,ILSN,84.1,129.6,111.2,101.4,34.9,273.9,57.7,10.84294118,15.56529412,21.17058824,23.08882353,22.83588235,18.44411765,11.73470588,13,15,13,10,7,10,7,8,7,10,8,4,7,5,226.6117647,100.9529412,15.10588235,0.794117647,0.941176471,49.11176471,226.3882353,5.911764706,18.19411765,97.77058824,145.9882353,140.8352941,52.33529412,11.35294118,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2000,ILBM,72.54117647,112.7352941,84.07647059,86.80588235,89.14117647,69.35882353,77.31176471,11.02058824,16.00176471,21.52,23.80705882,22.69588235,18.33470588,11.66470588,8.294117647,11.94117647,9,8.705882353,8,6.411764706,7.117647059,5.529411765,7.941176471,6.058823529,6.294117647,5.411764706,4.588235294,5.176470588,221.0058824,99.98235294,13.30588235,0.782352941,3.2,63.85882353,208.7294118,8.805882353,29.41764706,108.2470588,168.3588235,137.2882353,47.65294118,8.164705882,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2001,ILBM,76.24705882,107.0058824,83.88235294,84.10588235,98.44705882,78.84117647,82.90588235,10.81823529,16.00058824,21.52,23.80705882,22.69588235,18.33470588,11.66470588,8.764705882,12,9.058823529,8.823529412,8.882352941,6.764705882,7.470588235,5.882352941,7.823529412,6,6.235294118,6.058823529,4.647058824,5.411764706,226.5235294,100.1411765,13.30588235,0.782352941,3.2,63.85882353,208.7294118,8.247058824,29.72352941,108.2470588,168.3588235,137.2882353,47.92352941,8.164705882,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2003,ILBM,67.9,122.2,114.6823529,91.3,23.5,148.8,65.5,10.03764706,15.09764706,20.73588235,23.19352941,22.77470588,17.81176471,11.92529412,7,11,11.41176471,7,6,6,4,5,8,7.823529412,5,4,4,3,248.1882353,112.6176471,15.21764706,1.1,1.141176471,70.99411765,203.3823529,5.258823529,14.26470588,85.5,149.8176471,134.6176471,47.55882353,6.752941176,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2004,ILBM,79.8,107.8470588,99.52941176,89.14117647,79.71176471,109.6470588,83.52352941,11.00411765,16.04117647,21.57,23.76176471,22.72352941,18.33470588,11.66470588,8.647058824,11.58823529,8.764705882,8.705882353,8.294117647,6.294117647,7.117647059,5.882352941,7.470588235,5.882352941,6.470588235,5.529411765,4.235294118,5.176470588,220.4058824,98.76470588,13.06470588,0.817647059,3.070588235,63.85882353,208.7294118,7.711764706,29.61764706,109.5,166.9823529,138.0117647,49.97647059,8.294117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2005,ILBM,82.12941176,107.8352941,92.37058824,99.11764706,71.6,103.0529412,82.07647059,11.13176471,15.91352941,21.69941176,23.85647059,22.70764706,18.33470588,11.66470588,8.411764706,11.58823529,8.588235294,9,8.176470588,6.411764706,7.352941176,5.882352941,7.529411765,5.529411765,6.823529412,5.352941176,4.352941176,5.294117647,216.8176471,102.3823529,11.42352941,0.688235294,3.123529412,63.85882353,208.7294118,7.923529412,29.28235294,111.1588235,169.2647059,137.5647059,45.97058824,8.294117647,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2006,ILBM,76.92352941,94.28235294,100.3764706,100.6823529,71.48823529,116.9764706,79.13529412,10.91058824,16.04176471,21.87941176,23.73235294,22.87823529,18.33470588,11.66470588,8.705882353,11.41176471,9.176470588,9.235294118,8.176470588,6.823529412,7.235294118,5.941176471,7.294117647,6.058823529,6.882352941,5.352941176,4.764705882,5,222.5235294,99.75882353,10.27058824,0.688235294,3.088235294,63.85882353,208.7294118,7.794117647,30.81764706,114.1529412,165.4294118,142.2411765,47.98823529,8.341176471,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2007,ILBM,72.9,50.1,111,51.3,69.2,45.7,83.1,11.22058824,17.03705882,22.19117647,23.49294118,23.72176471,18.05235294,11.24176471,9,10,10,6,9,4,7,8,5,8,4,7,2,6,209.1294118,82.08823529,9.029411765,1.394117647,3.729411765,65.01176471,223.5411765,6.523529412,42.62352941,120.8411765,158.4882353,162.9352941,80.50588235,14.00588235,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
2008,ILBM,97.6,149.2,129.4,100.9,64,280.7,71.3,10.37882353,15.18941176,20.86294118,23.55411765,22.55176471,18.64411765,10.85764706,13,13,12,12,5,11,3,7,11,8,10,3,8,3,241.5705882,112.7705882,17.46470588,0.782352941,2.047058824,49.6,224.5470588,7.294117647,17.25882353,91.56470588,160.8117647,131.5352941,39.42941176,10.89411765,14.27247956,13.9373297,13.93051771,16.05040872,24.30517711,34.18256131,288.0217984,290.972752,305.8978202,319.5490463,316.2152589,288.8964578,487.5762943,485.9918256,476.1103542,465.5776567,448.5517711,431.5435967,454.619891,233.9114441,172.1553134,122.5776567,96.49182561,79.87874659,224.3719346,223.0122616,217.9564033,214.866485,235.1716621,279.5762943,63.57629428,63.73978202,63.69209809,64.5599455,67.00953678,70.52179837,384.1839237,223.3501362,153.9768392,102.3841962,59.81743869,44.06811989
